user_id,full_name,category_name,month,year,budget_amount,actual_spent,utilization,recommended_budget
1026,Brenda Kamau,Eating Out,12,2025,7416.19,2534.02,34.17,6303.7615
1026,Brenda Kamau,Entertainment,1,2025,4670.38,,,4670.38
1026,Brenda Kamau,Entertainment,2,2025,7092.37,2808.84,39.6,6028.514499999999
1026,Brenda Kamau,Entertainment,3,2025,1428.81,,,1428.81
1026,Brenda Kamau,Entertainment,4,2025,8442.74,,,8442.74
1026,Brenda Kamau,Entertainment,5,2025,7853.69,,,7853.69
1026,Brenda Kamau,Entertainment,6,2025,4128.39,21691.34,525.42,4954.068
1026,Brenda Kamau,Entertainment,7,2025,3294.08,,,3294.08
1026,Brenda Kamau,Entertainment,8,2025,9911.49,,,9911.49
1026,Brenda Kamau,Entertainment,9,2025,2643.31,,,2643.31
1026,Brenda Kamau,Entertainment,10,2025,10126.94,,,10126.94
1026,Brenda Kamau,Entertainment,11,2025,8665.42,,,8665.42
1026,Brenda Kamau,Entertainment,12,2025,4014.79,,,4014.79
1026,Brenda Kamau,Healthcare,1,2025,9072.83,,,9072.83
1026,Brenda Kamau,Healthcare,2,2025,10263.24,13707.869999999999,133.56,12315.887999999999
1026,Brenda Kamau,Healthcare,3,2025,7501.4,,,7501.4
1026,Brenda Kamau,Healthcare,4,2025,3799.14,,,3799.14
1026,Brenda Kamau,Healthcare,5,2025,6770.67,18049.25,266.58,8124.804
1026,Brenda Kamau,Healthcare,6,2025,9246.6,8143.2,88.07,9246.6
1026,Brenda Kamau,Healthcare,7,2025,8118.78,,,8118.78
1026,Brenda Kamau,Healthcare,8,2025,5278.99,,,5278.99
1026,Brenda Kamau,Healthcare,9,2025,10028.35,,,10028.35
1026,Brenda Kamau,Healthcare,10,2025,2067.83,,,2067.83
1026,Brenda Kamau,Healthcare,11,2025,9922.41,,,9922.41
1026,Brenda Kamau,Healthcare,12,2025,11391.94,18252.1,160.22,13670.328
1026,Brenda Kamau,Education,1,2025,10754.8,,,10754.8
1026,Brenda Kamau,Education,2,2025,8369.56,,,8369.56
1026,Brenda Kamau,Education,3,2025,8380.21,,,8380.21
1026,Brenda Kamau,Education,4,2025,1508.38,,,1508.38
1026,Brenda Kamau,Education,5,2025,8780.07,,,8780.07
1026,Brenda Kamau,Education,6,2025,5767.04,,,5767.04
1026,Brenda Kamau,Education,7,2025,4037.79,,,4037.79
1026,Brenda Kamau,Education,8,2025,11908.36,,,11908.36
1026,Brenda Kamau,Education,9,2025,4085.92,,,4085.92
1026,Brenda Kamau,Education,10,2025,4938.6,,,4938.6
1026,Brenda Kamau,Education,11,2025,7236.15,,,7236.15
1026,Brenda Kamau,Education,12,2025,8227.84,,,8227.84
1026,Brenda Kamau,Airtime & Data,1,2025,7075.7,,,7075.7
1026,Brenda Kamau,Airtime & Data,2,2025,9523.12,,,9523.12
1026,Brenda Kamau,Airtime & Data,3,2025,1980.36,,,1980.36
1026,Brenda Kamau,Airtime & Data,4,2025,11701.87,,,11701.87
1026,Brenda Kamau,Airtime & Data,5,2025,8493.25,,,8493.25
1026,Brenda Kamau,Airtime & Data,6,2025,7215.5,2114.04,29.3,6133.175
1026,Brenda Kamau,Airtime & Data,7,2025,8159.03,,,8159.03
1026,Brenda Kamau,Airtime & Data,8,2025,3789.63,,,3789.63
1026,Brenda Kamau,Airtime & Data,9,2025,2095.1,,,2095.1
1026,Brenda Kamau,Airtime & Data,10,2025,7468.28,,,7468.28
1026,Brenda Kamau,Airtime & Data,11,2025,10979.27,,,10979.27
1026,Brenda Kamau,Airtime & Data,12,2025,5179.38,,,5179.38
1026,Brenda Kamau,Savings Deposit,1,2025,5577.99,,,5577.99
1026,Brenda Kamau,Savings Deposit,2,2025,3336.01,,,3336.01
1026,Brenda Kamau,Savings Deposit,3,2025,3894.58,,,3894.58
1026,Brenda Kamau,Savings Deposit,4,2025,11235.33,3431.23,30.54,9550.030499999999
1026,Brenda Kamau,Savings Deposit,5,2025,1492.17,,,1492.17
1026,Brenda Kamau,Savings Deposit,6,2025,3938.93,,,3938.93
1026,Brenda Kamau,Savings Deposit,7,2025,8300.11,,,8300.11
1026,Brenda Kamau,Savings Deposit,8,2025,4046.01,,,4046.01
1026,Brenda Kamau,Savings Deposit,9,2025,12083.61,,,12083.61
1026,Brenda Kamau,Savings Deposit,10,2025,4180.53,,,4180.53
1026,Brenda Kamau,Savings Deposit,11,2025,5547.64,,,5547.64
1026,Brenda Kamau,Savings Deposit,12,2025,9795.28,,,9795.28
1026,Brenda Kamau,Loan Repayment,1,2025,8925.24,21591.620000000003,241.92,10710.287999999999
1026,Brenda Kamau,Loan Repayment,2,2025,8447.54,,,8447.54
1026,Brenda Kamau,Loan Repayment,3,2025,9518.14,,,9518.14
1026,Brenda Kamau,Loan Repayment,4,2025,4309.7,,,4309.7
1026,Brenda Kamau,Loan Repayment,5,2025,1401.51,,,1401.51
1026,Brenda Kamau,Loan Repayment,6,2025,8347.67,,,8347.67
1026,Brenda Kamau,Loan Repayment,7,2025,9080.5,,,9080.5
1026,Brenda Kamau,Loan Repayment,8,2025,7007.26,18242.17,260.33,8408.712
1026,Brenda Kamau,Loan Repayment,9,2025,3503.27,,,3503.27
1026,Brenda Kamau,Loan Repayment,10,2025,4056.54,,,4056.54
1026,Brenda Kamau,Loan Repayment,11,2025,7696.62,3747.0,48.68,6542.1269999999995
1026,Brenda Kamau,Loan Repayment,12,2025,8669.99,,,8669.99
1102,Brenda Mutiso,Rent,1,2025,6147.97,14152.79,230.2,7377.564
1102,Brenda Mutiso,Rent,2,2025,6549.5,,,6549.5
1102,Brenda Mutiso,Rent,3,2025,32285.15,,,32285.15
1102,Brenda Mutiso,Rent,4,2025,53140.17,3352.5,6.31,45169.144499999995
1102,Brenda Mutiso,Rent,5,2025,13093.52,6984.1,53.34,11129.492
1102,Brenda Mutiso,Rent,6,2025,21463.58,12272.65,57.18,18244.043
1102,Brenda Mutiso,Rent,7,2025,41214.96,,,41214.96
1102,Brenda Mutiso,Rent,8,2025,40243.39,,,40243.39
1102,Brenda Mutiso,Rent,9,2025,14453.11,,,14453.11
1102,Brenda Mutiso,Rent,10,2025,21786.07,,,21786.07
1102,Brenda Mutiso,Rent,11,2025,14838.16,,,14838.16
1102,Brenda Mutiso,Rent,12,2025,52037.4,16640.11,31.98,44231.79
1102,Brenda Mutiso,Groceries,1,2025,33253.47,,,33253.47
1102,Brenda Mutiso,Groceries,2,2025,8352.82,7448.98,89.18,8352.82
1102,Brenda Mutiso,Groceries,3,2025,47673.13,,,47673.13
1102,Brenda Mutiso,Groceries,4,2025,9456.03,,,9456.03
1102,Brenda Mutiso,Groceries,5,2025,24753.07,,,24753.07
1102,Brenda Mutiso,Groceries,6,2025,44491.55,13791.46,31.0,37817.817500000005
1102,Brenda Mutiso,Groceries,7,2025,34959.11,,,34959.11
1102,Brenda Mutiso,Groceries,8,2025,24773.85,,,24773.85
1102,Brenda Mutiso,Groceries,9,2025,23003.84,,,23003.84
1102,Brenda Mutiso,Groceries,10,2025,46714.68,19614.47,41.99,39707.478
1102,Brenda Mutiso,Groceries,11,2025,37313.92,,,37313.92
1102,Brenda Mutiso,Groceries,12,2025,40403.6,,,40403.6
1102,Brenda Mutiso,Transport,1,2025,30504.86,,,30504.86
1102,Brenda Mutiso,Transport,2,2025,38907.35,,,38907.35
1102,Brenda Mutiso,Transport,3,2025,30649.9,6890.23,22.48,26052.415
1102,Brenda Mutiso,Transport,4,2025,9730.42,,,9730.42
1102,Brenda Mutiso,Transport,5,2025,35629.32,,,35629.32
1102,Brenda Mutiso,Transport,6,2025,20103.65,,,20103.65
1102,Brenda Mutiso,Transport,7,2025,8904.46,10382.26,116.6,8904.46
1102,Brenda Mutiso,Transport,8,2025,43827.89,,,43827.89
1102,Brenda Mutiso,Transport,9,2025,27847.37,,,27847.37
1102,Brenda Mutiso,Transport,10,2025,17461.8,,,17461.8
1102,Brenda Mutiso,Transport,11,2025,30326.2,17898.57,59.02,25777.27
1102,Brenda Mutiso,Transport,12,2025,40233.22,,,40233.22
1102,Brenda Mutiso,Utilities,1,2025,33266.88,15505.46,46.61,28276.847999999998
1102,Brenda Mutiso,Utilities,2,2025,14595.06,,,14595.06
1102,Brenda Mutiso,Utilities,3,2025,50731.72,,,50731.72
1102,Brenda Mutiso,Utilities,4,2025,43778.8,,,43778.8
1102,Brenda Mutiso,Utilities,5,2025,38790.5,,,38790.5
1102,Brenda Mutiso,Utilities,6,2025,46977.04,,,46977.04
1102,Brenda Mutiso,Utilities,7,2025,26710.49,13752.49,51.49,22703.9165
1102,Brenda Mutiso,Utilities,8,2025,30882.21,,,30882.21
1102,Brenda Mutiso,Utilities,9,2025,24448.33,,,24448.33
1102,Brenda Mutiso,Utilities,10,2025,46371.95,,,46371.95
1102,Brenda Mutiso,Utilities,11,2025,48077.61,,,48077.61
1102,Brenda Mutiso,Utilities,12,2025,18306.49,,,18306.49
1102,Brenda Mutiso,Internet,1,2025,54045.71,,,54045.71
1102,Brenda Mutiso,Internet,2,2025,45952.29,18252.98,39.72,39059.4465
1102,Brenda Mutiso,Internet,3,2025,5018.02,,,5018.02
1102,Brenda Mutiso,Internet,4,2025,44092.09,,,44092.09
1102,Brenda Mutiso,Internet,5,2025,24689.71,9144.43,37.04,20986.2535
1102,Brenda Mutiso,Internet,6,2025,47754.51,,,47754.51
1102,Brenda Mutiso,Internet,7,2025,50543.31,,,50543.31
1102,Brenda Mutiso,Internet,8,2025,33124.75,7189.79,21.71,28156.0375
1102,Brenda Mutiso,Internet,9,2025,51030.4,,,51030.4
1102,Brenda Mutiso,Internet,10,2025,8960.29,11576.94,129.2,10752.348
1102,Brenda Mutiso,Internet,11,2025,53256.71,15889.62,29.84,45268.203499999996
1102,Brenda Mutiso,Internet,12,2025,49636.42,,,49636.42
1102,Brenda Mutiso,Eating Out,1,2025,11842.95,18171.23,153.43,14211.54
1102,Brenda Mutiso,Eating Out,2,2025,11864.71,,,11864.71
1102,Brenda Mutiso,Eating Out,3,2025,39780.73,,,39780.73
1102,Brenda Mutiso,Eating Out,4,2025,48221.37,,,48221.37
1102,Brenda Mutiso,Eating Out,5,2025,24390.25,,,24390.25
1102,Brenda Mutiso,Eating Out,6,2025,38994.58,,,38994.58
1102,Brenda Mutiso,Eating Out,7,2025,24965.09,,,24965.09
1102,Brenda Mutiso,Eating Out,8,2025,13171.2,,,13171.2
1102,Brenda Mutiso,Eating Out,9,2025,38808.77,,,38808.77
1102,Brenda Mutiso,Eating Out,10,2025,5780.26,,,5780.26
1102,Brenda Mutiso,Eating Out,11,2025,38860.57,,,38860.57
1102,Brenda Mutiso,Eating Out,12,2025,47418.59,18776.25,39.6,40305.801499999994
1102,Brenda Mutiso,Entertainment,1,2025,52353.17,,,52353.17
1102,Brenda Mutiso,Entertainment,2,2025,34457.33,,,34457.33
1102,Brenda Mutiso,Entertainment,3,2025,34079.84,,,34079.84
1102,Brenda Mutiso,Entertainment,4,2025,48861.02,3806.55,7.79,41531.867
1102,Brenda Mutiso,Entertainment,5,2025,48801.5,,,48801.5
1102,Brenda Mutiso,Entertainment,6,2025,53527.43,,,53527.43
1102,Brenda Mutiso,Entertainment,7,2025,28870.06,,,28870.06
1102,Brenda Mutiso,Entertainment,8,2025,48610.67,32460.31,66.78,48610.67
1102,Brenda Mutiso,Entertainment,9,2025,16616.95,,,16616.95
1102,Brenda Mutiso,Entertainment,10,2025,6901.91,,,6901.91
1102,Brenda Mutiso,Entertainment,11,2025,28346.48,12475.25,44.01,24094.507999999998
1102,Brenda Mutiso,Entertainment,12,2025,27583.61,708.05,2.57,23446.0685
1102,Brenda Mutiso,Healthcare,1,2025,27080.48,,,27080.48
1102,Brenda Mutiso,Healthcare,2,2025,20548.27,,,20548.27
1102,Brenda Mutiso,Healthcare,3,2025,43886.96,8676.52,19.77,37303.916
1102,Brenda Mutiso,Healthcare,4,2025,48747.74,,,48747.74
1102,Brenda Mutiso,Healthcare,5,2025,39280.63,,,39280.63
1102,Brenda Mutiso,Healthcare,6,2025,15910.6,4521.42,28.42,13524.01
1102,Brenda Mutiso,Healthcare,7,2025,30488.89,,,30488.89
1102,Brenda Mutiso,Healthcare,8,2025,14534.81,,,14534.81
1102,Brenda Mutiso,Healthcare,9,2025,29088.65,10569.68,36.34,24725.3525
1102,Brenda Mutiso,Healthcare,10,2025,47531.52,,,47531.52
1102,Brenda Mutiso,Healthcare,11,2025,11078.35,,,11078.35
1102,Brenda Mutiso,Healthcare,12,2025,15418.08,,,15418.08
1102,Brenda Mutiso,Education,1,2025,52343.4,,,52343.4
1102,Brenda Mutiso,Education,2,2025,41129.25,11862.06,28.84,34959.862499999996
1102,Brenda Mutiso,Education,3,2025,10078.22,1571.0,15.59,8566.487
1102,Brenda Mutiso,Education,4,2025,17738.5,,,17738.5
1102,Brenda Mutiso,Education,5,2025,6883.72,,,6883.72
1102,Brenda Mutiso,Education,6,2025,19574.73,,,19574.73
1102,Brenda Mutiso,Education,7,2025,23284.66,12466.88,53.54,19791.961
1102,Brenda Mutiso,Education,8,2025,7304.91,,,7304.91
1102,Brenda Mutiso,Education,9,2025,26932.13,,,26932.13
1102,Brenda Mutiso,Education,10,2025,43793.22,15073.25,34.42,37224.237
1102,Brenda Mutiso,Education,11,2025,13144.09,,,13144.09
1102,Brenda Mutiso,Education,12,2025,19658.83,,,19658.83
1102,Brenda Mutiso,Airtime & Data,1,2025,12839.13,,,12839.13
1102,Brenda Mutiso,Airtime & Data,2,2025,45183.3,,,45183.3
1102,Brenda Mutiso,Airtime & Data,3,2025,11953.83,,,11953.83
1102,Brenda Mutiso,Airtime & Data,4,2025,37475.62,,,37475.62
1102,Brenda Mutiso,Airtime & Data,5,2025,28403.11,,,28403.11
1102,Brenda Mutiso,Airtime & Data,6,2025,41968.99,,,41968.99
1102,Brenda Mutiso,Airtime & Data,7,2025,7233.08,,,7233.08
1102,Brenda Mutiso,Airtime & Data,8,2025,6064.23,,,6064.23
1102,Brenda Mutiso,Airtime & Data,9,2025,52922.35,7903.72,14.93,44983.9975
1102,Brenda Mutiso,Airtime & Data,10,2025,15221.52,17362.52,114.07,15221.52
1102,Brenda Mutiso,Airtime & Data,11,2025,44855.97,,,44855.97
1102,Brenda Mutiso,Airtime & Data,12,2025,30697.88,,,30697.88
1102,Brenda Mutiso,Savings Deposit,1,2025,15098.82,,,15098.82
1102,Brenda Mutiso,Savings Deposit,2,2025,8790.3,,,8790.3
1102,Brenda Mutiso,Savings Deposit,3,2025,33019.75,,,33019.75
1102,Brenda Mutiso,Savings Deposit,4,2025,33294.06,,,33294.06
1102,Brenda Mutiso,Savings Deposit,5,2025,17963.22,,,17963.22
1102,Brenda Mutiso,Savings Deposit,6,2025,43500.22,,,43500.22
1102,Brenda Mutiso,Savings Deposit,7,2025,44382.34,,,44382.34
1102,Brenda Mutiso,Savings Deposit,8,2025,6947.8,,,6947.8
1102,Brenda Mutiso,Savings Deposit,9,2025,28370.98,,,28370.98
1102,Brenda Mutiso,Savings Deposit,10,2025,15576.82,,,15576.82
1102,Brenda Mutiso,Savings Deposit,11,2025,15699.04,,,15699.04
1102,Brenda Mutiso,Savings Deposit,12,2025,35900.21,12544.05,34.94,30515.178499999998
1102,Brenda Mutiso,Loan Repayment,1,2025,14130.58,7647.11,54.12,12010.993
1102,Brenda Mutiso,Loan Repayment,2,2025,32502.9,,,32502.9
1102,Brenda Mutiso,Loan Repayment,3,2025,33832.33,4083.84,12.07,28757.4805
1102,Brenda Mutiso,Loan Repayment,4,2025,28293.4,16991.91,60.06,28293.4
1102,Brenda Mutiso,Loan Repayment,5,2025,23210.42,,,23210.42
1102,Brenda Mutiso,Loan Repayment,6,2025,20604.8,14646.81,71.08,20604.8
1102,Brenda Mutiso,Loan Repayment,7,2025,7708.57,1946.5,25.25,6552.2845
1102,Brenda Mutiso,Loan Repayment,8,2025,22600.82,,,22600.82
1102,Brenda Mutiso,Loan Repayment,9,2025,32248.75,,,32248.75
1102,Brenda Mutiso,Loan Repayment,10,2025,15766.84,,,15766.84
1102,Brenda Mutiso,Loan Repayment,11,2025,35129.11,15890.59,45.23,29859.7435
1102,Brenda Mutiso,Loan Repayment,12,2025,33923.78,,,33923.78
1108,Linet Otieno,Rent,1,2025,9809.83,,,9809.83
1108,Linet Otieno,Rent,2,2025,15642.26,2970.63,18.99,13295.921
1108,Linet Otieno,Rent,3,2025,27602.82,7106.04,25.74,23462.397
1108,Linet Otieno,Rent,4,2025,25415.27,,,25415.27
1108,Linet Otieno,Rent,5,2025,15295.76,13093.92,85.6,15295.76
1108,Linet Otieno,Rent,6,2025,34803.99,,,34803.99
1108,Linet Otieno,Rent,7,2025,12507.25,14411.8,115.23,12507.25
1108,Linet Otieno,Rent,8,2025,29567.21,10391.52,35.15,25132.1285
1108,Linet Otieno,Rent,9,2025,13742.88,19046.42,138.59,16491.456
1108,Linet Otieno,Rent,10,2025,14708.33,,,14708.33
1108,Linet Otieno,Rent,11,2025,7932.33,,,7932.33
1108,Linet Otieno,Rent,12,2025,34113.68,,,34113.68
1108,Linet Otieno,Groceries,1,2025,23895.42,,,23895.42
1108,Linet Otieno,Groceries,2,2025,7056.68,,,7056.68
1108,Linet Otieno,Groceries,3,2025,40543.08,,,40543.08
1108,Linet Otieno,Groceries,4,2025,25937.65,,,25937.65
1108,Linet Otieno,Groceries,5,2025,19153.48,,,19153.48
1108,Linet Otieno,Groceries,6,2025,39167.36,,,39167.36
1108,Linet Otieno,Groceries,7,2025,31843.7,,,31843.7
1108,Linet Otieno,Groceries,8,2025,12345.08,,,12345.08
1108,Linet Otieno,Groceries,9,2025,4436.1,,,4436.1
1108,Linet Otieno,Groceries,10,2025,5752.04,,,5752.04
1108,Linet Otieno,Groceries,11,2025,28702.23,7364.55,25.66,24396.8955
1108,Linet Otieno,Groceries,12,2025,31749.15,,,31749.15
1108,Linet Otieno,Transport,1,2025,4750.79,9960.35,209.66,5700.947999999999
1108,Linet Otieno,Transport,2,2025,21982.7,,,21982.7
1108,Linet Otieno,Transport,3,2025,6200.61,,,6200.61
1108,Linet Otieno,Transport,4,2025,13767.83,,,13767.83
1108,Linet Otieno,Transport,5,2025,12923.38,,,12923.38
1108,Linet Otieno,Transport,6,2025,13560.39,,,13560.39
1108,Linet Otieno,Transport,7,2025,32573.38,,,32573.38
1108,Linet Otieno,Transport,8,2025,12435.01,,,12435.01
1108,Linet Otieno,Transport,9,2025,33495.76,,,33495.76
1108,Linet Otieno,Transport,10,2025,39816.38,13462.25,33.81,33843.922999999995
1108,Linet Otieno,Transport,11,2025,25500.34,,,25500.34
1108,Linet Otieno,Transport,12,2025,39067.91,,,39067.91
1108,Linet Otieno,Utilities,1,2025,28455.8,18835.57,66.19,28455.8
1108,Linet Otieno,Utilities,2,2025,29720.4,2460.18,8.28,25262.34
1108,Linet Otieno,Utilities,3,2025,35813.73,,,35813.73
1108,Linet Otieno,Utilities,4,2025,24965.73,1498.55,6.0,21220.870499999997
1108,Linet Otieno,Utilities,5,2025,23014.77,12774.12,55.5,19562.5545
1108,Linet Otieno,Utilities,6,2025,27697.66,,,27697.66
1108,Linet Otieno,Utilities,7,2025,35576.36,,,35576.36
1108,Linet Otieno,Utilities,8,2025,9052.63,,,9052.63
1108,Linet Otieno,Utilities,9,2025,13936.22,17477.1,125.41,16723.464
1108,Linet Otieno,Utilities,10,2025,37588.16,,,37588.16
1108,Linet Otieno,Utilities,11,2025,32939.65,693.76,2.11,27998.7025
1108,Linet Otieno,Utilities,12,2025,11652.66,,,11652.66
1108,Linet Otieno,Internet,1,2025,19465.22,,,19465.22
1108,Linet Otieno,Internet,2,2025,11190.32,7999.38,71.48,11190.32
1108,Linet Otieno,Internet,3,2025,11502.56,19172.17,166.68,13803.071999999998
1108,Linet Otieno,Internet,4,2025,23614.45,,,23614.45
1108,Linet Otieno,Internet,5,2025,28982.81,,,28982.81
1108,Linet Otieno,Internet,6,2025,34231.82,,,34231.82
1108,Linet Otieno,Internet,7,2025,18998.58,,,18998.58
1108,Linet Otieno,Internet,8,2025,4381.17,,,4381.17
1108,Linet Otieno,Internet,9,2025,24364.99,,,24364.99
1108,Linet Otieno,Internet,10,2025,28987.08,,,28987.08
1108,Linet Otieno,Internet,11,2025,23392.7,1970.3,8.42,19883.795000000002
1108,Linet Otieno,Internet,12,2025,7403.94,3408.61,46.04,6293.348999999999
1108,Linet Otieno,Eating Out,1,2025,22991.49,,,22991.49
1108,Linet Otieno,Eating Out,2,2025,22302.62,14646.74,65.67,22302.62
1108,Linet Otieno,Eating Out,3,2025,13454.13,,,13454.13
1108,Linet Otieno,Eating Out,4,2025,19642.24,,,19642.24
1108,Linet Otieno,Eating Out,5,2025,24244.87,,,24244.87
1108,Linet Otieno,Eating Out,6,2025,35906.98,,,35906.98
1108,Linet Otieno,Eating Out,7,2025,36190.16,,,36190.16
1108,Linet Otieno,Eating Out,8,2025,33777.55,,,33777.55
1108,Linet Otieno,Eating Out,9,2025,27940.96,,,27940.96
1108,Linet Otieno,Eating Out,10,2025,37165.79,,,37165.79
1108,Linet Otieno,Eating Out,11,2025,22291.91,,,22291.91
1108,Linet Otieno,Eating Out,12,2025,11503.65,,,11503.65
1108,Linet Otieno,Entertainment,1,2025,19415.53,,,19415.53
1108,Linet Otieno,Entertainment,2,2025,34328.25,,,34328.25
1108,Linet Otieno,Entertainment,3,2025,14683.16,,,14683.16
1108,Linet Otieno,Entertainment,4,2025,16593.5,,,16593.5
1108,Linet Otieno,Entertainment,5,2025,36981.51,,,36981.51
1108,Linet Otieno,Entertainment,6,2025,37972.65,,,37972.65
1108,Linet Otieno,Entertainment,7,2025,38137.03,,,38137.03
1108,Linet Otieno,Entertainment,8,2025,15188.3,9368.5,61.68,15188.3
1108,Linet Otieno,Entertainment,9,2025,4936.29,,,4936.29
1108,Linet Otieno,Entertainment,10,2025,18487.89,,,18487.89
1108,Linet Otieno,Entertainment,11,2025,6770.99,8978.67,132.6,8125.187999999999
1108,Linet Otieno,Entertainment,12,2025,13813.01,,,13813.01
1108,Linet Otieno,Healthcare,1,2025,4102.16,,,4102.16
1108,Linet Otieno,Healthcare,2,2025,28823.37,,,28823.37
1108,Linet Otieno,Healthcare,3,2025,25236.73,,,25236.73
1108,Linet Otieno,Healthcare,4,2025,6251.82,14675.51,234.74,7502.183999999999
1108,Linet Otieno,Healthcare,5,2025,27312.41,,,27312.41
1108,Linet Otieno,Healthcare,6,2025,39034.89,,,39034.89
1108,Linet Otieno,Healthcare,7,2025,27544.86,,,27544.86
1108,Linet Otieno,Healthcare,8,2025,21868.98,,,21868.98
1108,Linet Otieno,Healthcare,9,2025,30928.21,,,30928.21
